ID;STATUS;AANBIEDER;AANSLUITINGEN;DATUMPLAATSING;ADRES;geo_shape;geo_point_2d
308488.0;Bestaand;Park n charge;2.0;2023-07-25T04:00:00+02:00;Tellegenstraat;"{""coordinates"": [5.437465615342812, 51.443616623827666], ""type"": ""Point""}";51.443616623827666, 5.437465615342812
308537.0;Bestaand;OPCHARGE;2.0;2023-10-11T04:00:00+02:00;Mirabellen / Kruburg;"{""coordinates"": [5.495151825964087, 51.48217829514889], ""type"": ""Point""}";51.48217829514889, 5.495151825964087
308538.0;Bestaand;OPCHARGE;2.0;2023-10-11T04:00:00+02:00;Mirabelweg;"{""coordinates"": [5.49841755106499, 51.48189891913154], ""type"": ""Point""}";51.48189891913154, 5.49841755106499
308562.0;Bestaand;Park n charge;2.0;2023-11-07T02:00:00+01:00;Zandhaai;"{""coordinates"": [5.412995379454349, 51.447787470527366], ""type"": ""Point""}";51.447787470527366, 5.412995379454349
308585.0;Bestaand;OPCHARGE;2.0;2023-11-15T02:00:00+01:00;Allersma;"{""coordinates"": [5.444934663742979, 51.413726493582764], ""type"": ""Point""}";51.413726493582764, 5.444934663742979
308587.0;Bestaand;OPCHARGE;2.0;2023-11-15T02:00:00+01:00;;"{""coordinates"": [5.443673564286511, 51.4149182231906], ""type"": ""Point""}";51.4149182231906, 5.443673564286511
308588.0;Bestaand;Park n charge;2.0;2023-11-15T02:00:00+01:00;Zijpendaal;"{""coordinates"": [5.437024084016084, 51.41566195053942], ""type"": ""Point""}";51.41566195053942, 5.437024084016084
308419.0;Bestaand;Park n charge;2.0;2023-02-14T02:00:00+01:00;Wouter Hollemanplein;"{""coordinates"": [5.46330798572703, 51.43803022966947], ""type"": ""Point""}";51.43803022966947, 5.46330798572703
308455.0;Bestaand;Allego;2.0;2023-05-02T04:00:00+02:00;Schouwenlaan;"{""coordinates"": [5.468861195161818, 51.47891093262874], ""type"": ""Point""}";51.47891093262874, 5.468861195161818
308509.0;;;;;;"{""coordinates"": [5.449882284383633, 51.41929129311552], ""type"": ""Point""}";51.41929129311552, 5.449882284383633
308510.0;;;;;;"{""coordinates"": [5.449877783808457, 51.419294872140185], ""type"": ""Point""}";51.419294872140185, 5.449877783808457
308511.0;;;;;;"{""coordinates"": [5.449877783808457, 51.419294872140185], ""type"": ""Point""}";51.419294872140185, 5.449877783808457
308513.0;;;;;;"{""coordinates"": [5.449877783808457, 51.419294872140185], ""type"": ""Point""}";51.419294872140185, 5.449877783808457
308516.0;;;;;;"{""coordinates"": [5.449877783808457, 51.419294872140185], ""type"": ""Point""}";51.419294872140185, 5.449877783808457
308517.0;;;;;;"{""coordinates"": [5.449877783808457, 51.419294872140185], ""type"": ""Point""}";51.419294872140185, 5.449877783808457
308449.0;Bestaand;Vattenfall;2.0;2023-05-02T04:00:00+02:00;Industrieweg 1;"{""coordinates"": [5.439772103440266, 51.479782644446196], ""type"": ""Point""}";51.479782644446196, 5.439772103440266
308477.0;;Vattenfall;2.0;2023-06-28T04:00:00+02:00;Klaarte Donzestraat 26;"{""coordinates"": [5.4635820829344235, 51.47271536804265], ""type"": ""Point""}";51.47271536804265, 5.4635820829344235
308530.0;Bestaand;Vattenfall;2.0;2023-09-25T04:00:00+02:00;Cornelis Krusemanstraat;"{""coordinates"": [5.507277396773272, 51.438915017482955], ""type"": ""Point""}";51.438915017482955, 5.507277396773272
308536.0;Bestaand;Vattenfall;2.0;2023-10-11T04:00:00+02:00;Sonseweg 1;"{""coordinates"": [5.494593185299908, 51.47741414740131], ""type"": ""Point""}";51.47741414740131, 5.494593185299908
308541.0;Bestaand;Vattenfall;2.0;2023-10-11T04:00:00+02:00;Livornostraat;"{""coordinates"": [5.5015658378226915, 51.48407080187731], ""type"": ""Point""}";51.48407080187731, 5.5015658378226915
308584.0;Bestaand;OPCHARGE;2.0;2023-11-14T02:00:00+01:00;Clean Berchemstraat;"{""coordinates"": [5.507490199084513, 51.42776302913398], ""type"": ""Point""}";51.42776302913398, 5.507490199084513
308593.0;Bestaand;Vattenfall;2.0;2023-11-15T02:00:00+01:00;Bouvigne;"{""coordinates"": [5.433469537515038, 51.4212958230091], ""type"": ""Point""}";51.4212958230091, 5.433469537515038
308595.0;Bestaand;Vattenfall;2.0;2023-11-15T02:00:00+01:00;Hurksestraat;"{""coordinates"": [5.436922332356418, 51.43359578755245], ""type"": ""Point""}";51.43359578755245, 5.436922332356418
308439.0;Bestaand;OPCHARGE;2.0;2023-03-02T02:00:00+01:00;Waterlinie;"{""coordinates"": [5.396207694201824, 51.436734824331246], ""type"": ""Point""}";51.436734824331246, 5.396207694201824
308463.0;Bestaand;Allego;2.0;2023-05-04T04:00:00+02:00;Bunderkensven;"{""coordinates"": [5.515788944419673, 51.418688175606], ""type"": ""Point""}";51.418688175606, 5.515788944419673
308539.0;Bestaand;OPCHARGE;2.0;2023-10-11T04:00:00+02:00;Vaartbroek t.h. 66;"{""coordinates"": [5.501057046939553, 51.48058751397586], ""type"": ""Point""}";51.48058751397586, 5.501057046939553
308574.0;Bestaand;Vattenfall;2.0;2023-11-08T02:00:00+01:00;Achtse Loop;"{""coordinates"": [5.4302662934439025, 51.47749492234662], ""type"": ""Point""}";51.47749492234662, 5.4302662934439025
308575.0;;;;;;"{""coordinates"": [5.430272469825837, 51.47749155650037], ""type"": ""Point""}";51.47749155650037, 5.430272469825837
308578.0;;;;;;"{""coordinates"": [5.430272469825837, 51.47749155650037], ""type"": ""Point""}";51.47749155650037, 5.430272469825837
308583.0;Bestaand;Allego;2.0;2023-11-14T02:00:00+01:00;Treurenburgstraat;"{""coordinates"": [5.491101344709949, 51.43893612841774], ""type"": ""Point""}";51.43893612841774, 5.491101344709949
308598.0;Bestaand;Vattenfall;2.0;2023-11-15T02:00:00+01:00;Dillenburgstraat;"{""coordinates"": [5.432695124338288, 51.42562902590598], ""type"": ""Point""}";51.42562902590598, 5.432695124338288
308601.0;Bestaand;OPCHARGE;2.0;2023-11-21T02:00:00+01:00;Kleine Bleekstraat;"{""coordinates"": [5.486479980129385, 51.436591007283994], ""type"": ""Point""}";51.436591007283994, 5.486479980129385
308410.0;Bestaand;Allego;2.0;2023-02-15T02:00:00+01:00;Oldambtstraat 1;"{""coordinates"": [5.458688757687782, 51.47931442882713], ""type"": ""Point""}";51.47931442882713, 5.458688757687782
308282.0;Aangevraagde locatie;OPCHARGE;2.0;2022-07-01T04:00:00+02:00;Cherbourglaan;"{""coordinates"": [5.449279992300371, 51.48927402789756], ""type"": ""Point""}";51.48927402789756, 5.449279992300371
308433.0;Bestaand;Park n charge;2.0;2023-02-23T02:00:00+01:00;Europalaan;"{""coordinates"": [5.473412598959031, 51.45714924807081], ""type"": ""Point""}";51.45714924807081, 5.473412598959031
308443.0;Bestaand;Allego;2.0;2023-07-17T04:00:00+02:00;Lupinestraat;"{""coordinates"": [5.4925313613353275, 51.42606208622231], ""type"": ""Point""}";51.42606208622231, 5.4925313613353275
308494.0;Bestaand;Park n charge;2.0;2023-08-01T04:00:00+02:00;Frans Halsstraat 60;"{""coordinates"": [5.498326394730245, 51.44041549659079], ""type"": ""Point""}";51.44041549659079, 5.498326394730245
308545.0;;Vattenfall;2.0;2023-10-18T04:00:00+02:00;John Kaetslaan;"{""coordinates"": [5.473621754424981, 51.48517109167235], ""type"": ""Point""}";51.48517109167235, 5.473621754424981
308546.0;;Park n charge;2.0;2023-10-18T04:00:00+02:00;Agatha Christielaan;"{""coordinates"": [5.472677033978507, 51.48585841379766], ""type"": ""Point""}";51.48585841379766, 5.472677033978507
308451.0;Bestaand;Vattenfall;2.0;2023-05-02T04:00:00+02:00;Fransebaan 578;"{""coordinates"": [5.440788298799843, 51.481902484790375], ""type"": ""Point""}";51.481902484790375, 5.440788298799843
308462.0;Bestaand;Park n charge;2.0;2023-05-04T04:00:00+02:00;Lavendellaan 87;"{""coordinates"": [5.501812334565784, 51.41978702659407], ""type"": ""Point""}";51.41978702659407, 5.501812334565784
308396.0;Bestaand;OPCHARGE;2.0;2023-02-14T02:00:00+01:00;Frederiklaan 73;"{""coordinates"": [5.464497028930101, 51.44236241673722], ""type"": ""Point""}";51.44236241673722, 5.464497028930101
308389.0;Bestaand;OPCHARGE;2.0;2023-08-23T04:00:00+02:00;Zeeheldenlaan 115;"{""coordinates"": [5.466816614122198, 51.45169049458234], ""type"": ""Point""}";51.45169049458234, 5.466816614122198
308523.0;Aangevraagde locatie;OPCHARGE;2.0;2023-09-08T04:00:00+02:00;pasteurlaan 35;"{""coordinates"": [5.4882047169226045, 51.41389355401529], ""type"": ""Point""}";51.41389355401529, 5.4882047169226045
308529.0;Bestaand;OPCHARGE;2.0;2023-09-25T04:00:00+02:00;Mercuriuslaan;"{""coordinates"": [5.490517685350134, 51.468638114169536], ""type"": ""Point""}";51.468638114169536, 5.490517685350134
308551.0;Bestaand;OPCHARGE;2.0;2023-10-25T04:00:00+02:00;Zandbij 44;"{""coordinates"": [5.411004878898338, 51.44820635017036], ""type"": ""Point""}";51.44820635017036, 5.411004878898338
308436.0;;;2.0;;;"{""coordinates"": [5.453410697030127, 51.49221590773957], ""type"": ""Point""}";51.49221590773957, 5.453410697030127
308394.0;Bestaand;OPCHARGE;2.0;2023-03-02T02:00:00+01:00;Augustijnendreef 34;"{""coordinates"": [5.485721990772883, 51.438712168388896], ""type"": ""Point""}";51.438712168388896, 5.485721990772883
308471.0;Bestaand;Vattenfall;2.0;2023-05-09T04:00:00+02:00;Finisterelaan;"{""coordinates"": [5.441411074375892, 51.49040362058394], ""type"": ""Point""}";51.49040362058394, 5.441411074375892
308483.0;Bestaand;Park n charge;2.0;2023-07-19T04:00:00+02:00;Hagenkampweg Noord;"{""coordinates"": [5.467352614129316, 51.43382389960995], ""type"": ""Point""}";51.43382389960995, 5.467352614129316
308549.0;;OPCHARGE;2.0;;Atilia;"{""coordinates"": [5.482772469916918, 51.49132870670149], ""type"": ""Point""}";51.49132870670149, 5.482772469916918
308602.0;Bestaand;OPCHARGE;2.0;2023-11-23T02:00:00+01:00;Busken Huetstraat;"{""coordinates"": [5.470580297168085, 51.42658783926951], ""type"": ""Point""}";51.42658783926951, 5.470580297168085
308607.0;Bestaand;OPCHARGE;2.0;2023-11-28T02:00:00+01:00;Balsemienplein;"{""coordinates"": [5.486249553435859, 51.41902132720095], ""type"": ""Point""}";51.41902132720095, 5.486249553435859
308359.0;;;;;;"{""coordinates"": [5.467973253958732, 51.43554637284857], ""type"": ""Point""}";51.43554637284857, 5.467973253958732
308084.0;Bestaand;Allego;2.0;2022-10-18T04:00:00+02:00;Retiestraat;"{""coordinates"": [5.4764485319053415, 51.480722644238426], ""type"": ""Point""}";51.480722644238426, 5.4764485319053415
308087.0;Bestaand;Allego;2.0;2022-09-14T04:00:00+02:00;Waterfront;"{""coordinates"": [5.401760284605034, 51.43963298256711], ""type"": ""Point""}";51.43963298256711, 5.401760284605034
308092.0;Bestaand;OPCHARGE;2.0;2022-11-29T02:00:00+01:00;Akkerstraat;"{""coordinates"": [5.473859996710349, 51.432326628438275], ""type"": ""Point""}";51.432326628438275, 5.473859996710349
308097.0;Bestaand;Park n charge;2.0;2022-11-30T02:00:00+01:00;Mimosalaan;"{""coordinates"": [5.493883028883907, 51.4244658316606], ""type"": ""Point""}";51.4244658316606, 5.493883028883907
308101.0;Bestaand;Allego;2.0;2022-10-24T04:00:00+02:00;Romuluslaan;"{""coordinates"": [5.495073886277, 51.46462997750468], ""type"": ""Point""}";51.46462997750468, 5.495073886277
308117.0;Bestaand;Allego;2.0;2022-09-12T04:00:00+02:00;Tourslaan;"{""coordinates"": [5.4449798853112155, 51.48794411843514], ""type"": ""Point""}";51.48794411843514, 5.4449798853112155
308119.0;Bestaand;Allego;2.0;2022-11-30T02:00:00+01:00;Spijndhof;"{""coordinates"": [5.4744899687386, 51.437152033484836], ""type"": ""Point""}";51.437152033484836, 5.4744899687386
308130.0;Bestaand;Allego;2.0;2022-10-12T04:00:00+02:00;Pennekert;"{""coordinates"": [5.524123706497625, 51.4425662461183], ""type"": ""Point""}";51.4425662461183, 5.524123706497625
308132.0;Bestaand;Allego;2.0;2022-09-12T04:00:00+02:00;Alsacelaan, HU 23;"{""coordinates"": [5.4422106090702345, 51.48178859915177], ""type"": ""Point""}";51.48178859915177, 5.4422106090702345
308138.0;Bestaand;EVnetNL;2.0;2022-09-12T04:00:00+02:00;Vaalserbergweg, th pand 1642;"{""coordinates"": [5.457747503542567, 51.482352428736185], ""type"": ""Point""}";51.482352428736185, 5.457747503542567
308157.0;Bestaand;Allego;2.0;2022-10-19T04:00:00+02:00;Frankrijkstraat;"{""coordinates"": [5.465852777607717, 51.45480062429059], ""type"": ""Point""}";51.45480062429059, 5.465852777607717
308167.0;Bestaand;Allego;2.0;2022-09-13T04:00:00+02:00;Graslelie, th hu 24;"{""coordinates"": [5.417876913858738, 51.44001861825108], ""type"": ""Point""}";51.44001861825108, 5.417876913858738
308168.0;Bestaand;Allego;2.0;2022-10-18T04:00:00+02:00;Hasenbosakker;"{""coordinates"": [5.480644163598816, 51.46912972902244], ""type"": ""Point""}";51.46912972902244, 5.480644163598816
308170.0;Bestaand;Allego;2.0;;Zandkrab;"{""coordinates"": [5.410266607414032, 51.45011416045419], ""type"": ""Point""}";51.45011416045419, 5.410266607414032
308174.0;Bestaand;Allego;2.0;;Slangenburg;"{""coordinates"": [5.438249334450077, 51.41597915105685], ""type"": ""Point""}";51.41597915105685, 5.438249334450077
308179.0;Bestaand;Allego;2.0;2022-09-13T04:00:00+02:00;Veldmaarschalk Montgomerylaan;"{""coordinates"": [5.477629022834306, 51.458770911769776], ""type"": ""Point""}";51.458770911769776, 5.477629022834306
308189.0;Bestaand;Allego;2.0;2022-09-14T04:00:00+02:00;Bosruiter;"{""coordinates"": [5.414336131064024, 51.447439156361696], ""type"": ""Point""}";51.447439156361696, 5.414336131064024
308196.0;Bestaand;Allego;2.0;2022-10-11T04:00:00+02:00;Anjelierstraat;"{""coordinates"": [5.487832332146025, 51.423180020881574], ""type"": ""Point""}";51.423180020881574, 5.487832332146025
308271.0;Bestaand;OPCHARGE;2.0;2022-08-18T04:00:00+02:00;Douglashout;"{""coordinates"": [5.4566147227681085, 51.458442711664354], ""type"": ""Point""}";51.458442711664354, 5.4566147227681085
308272.0;Bestaand;Park n charge;2.0;2022-08-18T04:00:00+02:00;Zutphenstraat;"{""coordinates"": [5.441955858768183, 51.4470451307226], ""type"": ""Point""}";51.4470451307226, 5.441955858768183
308147.0;Bestaand;Allego;2.0;2022-11-29T02:00:00+01:00;Helmerslaan;"{""coordinates"": [5.472140530022235, 51.431068015870046], ""type"": ""Point""}";51.431068015870046, 5.472140530022235
308209.0;Aangevraagde locatie;Park n charge;2.0;2022-04-26T04:00:00+02:00;Otto Veniusweg;"{""coordinates"": [5.503798883080238, 51.430482759681745], ""type"": ""Point""}";51.430482759681745, 5.503798883080238
308159.0;Bestaand;Allego;2.0;2022-10-11T04:00:00+02:00;Johan Vestersstraat;"{""coordinates"": [5.483859526025053, 51.42274142209466], ""type"": ""Point""}";51.42274142209466, 5.483859526025053
308169.0;Bestaand;Park n charge;2.0;2022-12-05T02:00:00+01:00;St Adelbertuslaan;"{""coordinates"": [5.498787992998375, 51.42612196516053], ""type"": ""Point""}";51.42612196516053, 5.498787992998375
307975.0;Bestaand;Allego;2.0;2022-10-24T04:00:00+02:00;Wegastraat;"{""coordinates"": [5.490529555364767, 51.472247102619754], ""type"": ""Point""}";51.472247102619754, 5.490529555364767
307994.0;Bestaand;Allego;2.0;2022-10-31T02:00:00+01:00;Vroenhof;"{""coordinates"": [5.483072337491641, 51.455116711578086], ""type"": ""Point""}";51.455116711578086, 5.483072337491641
308118.0;Bestaand;Allego;2.0;2022-11-01T02:00:00+01:00;Kleinakkerweg;"{""coordinates"": [5.453311116213315, 51.44411223149829], ""type"": ""Point""}";51.44411223149829, 5.453311116213315
307967.0;Bestaand;EVnetNL;2.0;2022-11-03T02:00:00+01:00;Fuutlaan;"{""coordinates"": [5.48617592012011, 51.44234190343708], ""type"": ""Point""}";51.44234190343708, 5.48617592012011
307909.0;Bestaand;EVnetNL;2.0;2022-11-23T02:00:00+01:00;Donnizettilaan;"{""coordinates"": [5.4559502668423105, 51.427083787696866], ""type"": ""Point""}";51.427083787696866, 5.4559502668423105
307936.0;Bestaand;EVnetNL;2.0;2022-10-18T04:00:00+02:00;Ukkelstraat;"{""coordinates"": [5.485325385519188, 51.476706630152066], ""type"": ""Point""}";51.476706630152066, 5.485325385519188
308019.0;Bestaand;Allego;2.0;2022-10-26T04:00:00+02:00;Willem de Rijkelaan;"{""coordinates"": [5.458613976863568, 51.438355053979485], ""type"": ""Point""}";51.438355053979485, 5.458613976863568
308141.0;Bestaand;Park n charge;2.0;2022-10-26T04:00:00+02:00;Engelsbergenstraat;"{""coordinates"": [5.461203755648135, 51.43817206203491], ""type"": ""Point""}";51.43817206203491, 5.461203755648135
308183.0;Bestaand;Allego;2.0;2022-10-26T04:00:00+02:00;Boerhaavelaan;"{""coordinates"": [5.48848828926437, 51.41578443970653], ""type"": ""Point""}";51.41578443970653, 5.48848828926437
308334.0;Aangevraagde locatie;Park n charge;2.0;2022-11-10T02:00:00+01:00;Korianderstraat;"{""coordinates"": [5.497129648329487, 51.42080223088583], ""type"": ""Point""}";51.42080223088583, 5.497129648329487
308337.0;Bestaand;OPCHARGE;2.0;2022-11-15T02:00:00+01:00;Jeroen Boschlaan;"{""coordinates"": [5.503916604659957, 51.44100421081745], ""type"": ""Point""}";51.44100421081745, 5.503916604659957
308621.0;;;;;;"{""coordinates"": [5.450949131862102, 51.426992310715484], ""type"": ""Point""}";51.426992310715484, 5.450949131862102
308615.0;Aangevraagde locatie;Vattenfall;2.0;2023-12-06T02:00:00+01:00;Offenbachlaan;"{""coordinates"": [5.457462166459304, 51.425591949741126], ""type"": ""Point""}";51.425591949741126, 5.457462166459304
308608.0;Bestaand;Vattenfall;2.0;2023-11-28T02:00:00+01:00;Herman Gorterstraat;"{""coordinates"": [5.482249877653897, 51.418444196455255], ""type"": ""Point""}";51.418444196455255, 5.482249877653897
308605.0;Bestaand;Park n charge;2.0;2023-11-28T02:00:00+01:00;Hortensiastraat;"{""coordinates"": [5.488464087341885, 51.41999749024526], ""type"": ""Point""}";51.41999749024526, 5.488464087341885
308609.0;Bestaand;Vattenfall;2.0;2023-12-04T02:00:00+01:00;Mainelaan;"{""coordinates"": [5.435948908279169, 51.48267954225067], ""type"": ""Point""}";51.48267954225067, 5.435948908279169
308338.0;Bestaand;OPCHARGE;2.0;2022-11-23T02:00:00+01:00;Grasperk;"{""coordinates"": [5.415180169040358, 51.43486603147029], ""type"": ""Point""}";51.43486603147029, 5.415180169040358
307999.0;Bestaand;Allego;2.0;2022-12-07T02:00:00+01:00;Adolf van Cortenbachstraat;"{""coordinates"": [5.490844547879493, 51.43426588672691], ""type"": ""Point""}";51.43426588672691, 5.490844547879493
308289.0;Bestaand;Park n charge;2.0;2022-10-10T04:00:00+02:00;Montgomerylaan;"{""coordinates"": [5.4770338152462745, 51.455108457348594], ""type"": ""Point""}";51.455108457348594, 5.4770338152462745
308290.0;Bestaand;OPCHARGE;2.0;2022-10-10T04:00:00+02:00;Montgomerylaan;"{""coordinates"": [5.477056380571558, 51.45505294393904], ""type"": ""Point""}";51.45505294393904, 5.477056380571558
307996.0;Bestaand;Allego;2.0;2022-10-18T04:00:00+02:00;Honore de Balzaclaan;"{""coordinates"": [5.471391941654888, 51.488154205380255], ""type"": ""Point""}";51.488154205380255, 5.471391941654888
308374.0;Bestaand;Allego;2.0;2023-01-24T02:00:00+01:00;Geert Grootestraat;"{""coordinates"": [5.5079059283300795, 51.42543069139432], ""type"": ""Point""}";51.42543069139432, 5.5079059283300795
308139.0;Bestaand;Allego;2.0;2022-10-10T04:00:00+02:00;Anthony van Opbergenstraat;"{""coordinates"": [5.455169130740191, 51.46505358921123], ""type"": ""Point""}";51.46505358921123, 5.455169130740191
308044.0;Bestaand;Park n charge;2.0;2022-10-10T04:00:00+02:00;Vitriuviusweg;"{""coordinates"": [5.455169792525727, 51.46686814641437], ""type"": ""Point""}";51.46686814641437, 5.455169792525727
308001.0;Bestaand;Allego;2.0;2022-10-10T04:00:00+02:00;Henschenlaan;"{""coordinates"": [5.458977397275323, 51.47049323056882], ""type"": ""Point""}";51.47049323056882, 5.458977397275323
308325.0;Bestaand;OPCHARGE;2.0;2022-10-26T04:00:00+02:00;Willem de Zwijgerstraat;"{""coordinates"": [5.467976893898299, 51.43554638919825], ""type"": ""Point""}";51.43554638919825, 5.467976893898299
308102.0;Bestaand;Allego;2.0;2022-12-01T02:00:00+01:00;Schalmstraat;"{""coordinates"": [5.490730466883359, 51.4309540380496], ""type"": ""Point""}";51.4309540380496, 5.490730466883359
308375.0;Bestaand;Park n charge;2.0;2023-01-23T02:00:00+01:00;Rielseweg;"{""coordinates"": [5.499075201270239, 51.426438729447725], ""type"": ""Point""}";51.426438729447725, 5.499075201270239
308333.0;Bestaand;Park n charge;2.0;2022-11-03T02:00:00+01:00;Valklaan;"{""coordinates"": [5.494973453392155, 51.43981610576868], ""type"": ""Point""}";51.43981610576868, 5.494973453392155
308048.0;Bestaand;OPCHARGE;2.0;2022-11-30T02:00:00+01:00;St Gertrudislaan;"{""coordinates"": [5.498250701335131, 51.42460994387937], ""type"": ""Point""}";51.42460994387937, 5.498250701335131
307957.0;Bestaand;EVnetNL;2.0;2022-12-01T02:00:00+01:00;St Servaasweg;"{""coordinates"": [5.494623813057859, 51.427338769525576], ""type"": ""Point""}";51.427338769525576, 5.494623813057859
308343.0;Bestaand;OPCHARGE;2.0;2022-12-07T02:00:00+01:00;Cotentinlaan;"{""coordinates"": [5.443302175508441, 51.490508726184444], ""type"": ""Point""}";51.490508726184444, 5.443302175508441
308385.0;Bestaand;OPCHARGE;2.0;2023-02-15T02:00:00+01:00;Schaduwmaskerstraat 45;"{""coordinates"": [5.444212101847336, 51.45137347243352], ""type"": ""Point""}";51.45137347243352, 5.444212101847336
308176.0;Bestaand;Park n charge;2.0;2022-11-30T02:00:00+01:00;Hagenkampweg Zuid;"{""coordinates"": [5.467016094136062, 51.429835169555375], ""type"": ""Point""}";51.429835169555375, 5.467016094136062
308191.0;Bestaand;Park n charge;2.0;;Vaeshartelt;"{""coordinates"": [5.442938913414899, 51.41778854116156], ""type"": ""Point""}";51.41778854116156, 5.442938913414899
307983.0;Bestaand;EVnetNL;2.0;2021-01-18T02:00:00+01:00;Kiplinglaan;"{""coordinates"": [5.478105944305374, 51.486460038813796], ""type"": ""Point""}";51.486460038813796, 5.478105944305374
308184.0;Bestaand;Allego;2.0;2022-09-27T04:00:00+02:00;Vaartbroek;"{""coordinates"": [5.5009790819264826, 51.479058234961215], ""type"": ""Point""}";51.479058234961215, 5.5009790819264826
308202.0;Bestaand;Allego;2.0;2022-09-28T04:00:00+02:00;Willem Schroerstraat;"{""coordinates"": [5.436315484693589, 51.44557024825664], ""type"": ""Point""}";51.44557024825664, 5.436315484693589
307899.0;Bestaand;EVnetNL;2.0;2022-09-28T04:00:00+02:00;Zeelsterstraat;"{""coordinates"": [5.432856149392041, 51.4380853114257], ""type"": ""Point""}";51.4380853114257, 5.432856149392041
308286.0;Bestaand;Ecotap;2.0;2022-10-19T04:00:00+02:00;Egelstraat;"{""coordinates"": [5.466078556990042, 51.45355964088655], ""type"": ""Point""}";51.45355964088655, 5.466078556990042
307951.0;Bestaand;EVnetNL;2.0;2022-10-03T04:00:00+02:00;Rendierveld (parkeerplaats);"{""coordinates"": [5.503131012164747, 51.41682298500349], ""type"": ""Point""}";51.41682298500349, 5.503131012164747
308073.0;Bestaand;Allego;2.0;2022-10-03T04:00:00+02:00;Floraplein;"{""coordinates"": [5.49811443286355, 51.41651785297354], ""type"": ""Point""}";51.41651785297354, 5.49811443286355
308285.0;Bestaand;Ecotap;2.0;2022-10-19T04:00:00+02:00;Egelstraat;"{""coordinates"": [5.466052808227744, 51.45352031497072], ""type"": ""Point""}";51.45352031497072, 5.466052808227744
308294.0;Bestaand;OPCHARGE;2.0;2022-10-20T04:00:00+02:00;Tarwelaan;"{""coordinates"": [5.494894860171606, 51.47677680096419], ""type"": ""Point""}";51.47677680096419, 5.494894860171606
308327.0;Bestaand;OPCHARGE;2.0;2022-10-31T02:00:00+01:00;Grenenhout;"{""coordinates"": [5.452082816412079, 51.456980616600184], ""type"": ""Point""}";51.456980616600184, 5.452082816412079
308328.0;;;;;;"{""coordinates"": [5.4566147227681085, 51.458442711664354], ""type"": ""Point""}";51.458442711664354, 5.4566147227681085
307962.0;Bestaand;Allego;2.0;2022-11-01T02:00:00+01:00;Kerkakkerstraat;"{""coordinates"": [5.457122880792763, 51.43922287227462], ""type"": ""Point""}";51.43922287227462, 5.457122880792763
308162.0;Bestaand;Allego;2.0;2022-11-23T02:00:00+01:00;Telemannlaan;"{""coordinates"": [5.454021765846229, 51.42926668902468], ""type"": ""Point""}";51.42926668902468, 5.454021765846229
308158.0;Bestaand;Allego;2.0;2022-10-18T04:00:00+02:00;Molierelaan;"{""coordinates"": [5.472368302783369, 51.48853516219895], ""type"": ""Point""}";51.48853516219895, 5.472368302783369
308113.0;Bestaand;Allego;2.0;2022-10-24T04:00:00+02:00;Venuslaan;"{""coordinates"": [5.488549905028691, 51.46912674047089], ""type"": ""Point""}";51.46912674047089, 5.488549905028691
308040.0;Bestaand;Park n charge;2.0;2022-11-30T02:00:00+01:00;Hagekampweg Zuid;"{""coordinates"": [5.4673201974902055, 51.43292486386001], ""type"": ""Point""}";51.43292486386001, 5.4673201974902055
308111.0;Bestaand;Allego;2.0;2022-11-30T02:00:00+01:00;Ireneplein;"{""coordinates"": [5.463942078656406, 51.43009603041058], ""type"": ""Point""}";51.43009603041058, 5.463942078656406
308367.0;Bestaand;Park n charge;2.0;2023-09-26T04:00:00+02:00;Generaal Bothastraat;"{""coordinates"": [5.513773339236569, 51.43947814626571], ""type"": ""Point""}";51.43947814626571, 5.513773339236569
308393.0;Bestaand;E-flux;2.0;2023-02-23T02:00:00+01:00;Grassteppe 36;"{""coordinates"": [5.414935533232377, 51.43301869250327], ""type"": ""Point""}";51.43301869250327, 5.414935533232377
308395.0;Bestaand;OPCHARGE;2.0;;Egelstraat 23;"{""coordinates"": [5.466633224269182, 51.45352957409322], ""type"": ""Point""}";51.45352957409322, 5.466633224269182
308399.0;Bestaand;E-flux;2.0;2023-03-02T02:00:00+01:00;St Gerlachstraat 101;"{""coordinates"": [5.500647207529909, 51.422901427603335], ""type"": ""Point""}";51.422901427603335, 5.500647207529909
308110.0;Bestaand;Allego;2.0;2022-10-19T04:00:00+02:00;Jan Heynslaan (parkeerterrein);"{""coordinates"": [5.464077800798164, 51.46265992004371], ""type"": ""Point""}";51.46265992004371, 5.464077800798164
308152.0;Bestaand;Allego;2.0;2022-10-19T04:00:00+02:00;Van Norenburchstraat;"{""coordinates"": [5.467011349315862, 51.459215127758696], ""type"": ""Point""}";51.459215127758696, 5.467011349315862
308050.0;Bestaand;Allego;2.0;2022-10-20T04:00:00+02:00;Orionstraat;"{""coordinates"": [5.494914161018284, 51.47036786394888], ""type"": ""Point""}";51.47036786394888, 5.494914161018284
307981.0;Bestaand;Allego;2.0;2022-11-30T02:00:00+01:00;St Lambertusstraat;"{""coordinates"": [5.471060342926875, 51.433259483827975], ""type"": ""Point""}";51.433259483827975, 5.471060342926875
307985.0;Bestaand;Allego;2.0;2022-06-30T04:00:00+02:00;Aarlenlaan;"{""coordinates"": [5.481715905188195, 51.48287660078183], ""type"": ""Point""}";51.48287660078183, 5.481715905188195
