ID;STATUS;AANBIEDER;AANSLUITINGEN;DATUMPLAATSING;ADRES;geo_shape;geo_point_2d
307993.0;Bestaand;Allego;2.0;2022-11-30T02:00:00+01:00;Hertog Jan 1 Laan;"{""coordinates"": [5.464113507742948, 51.432993354849884], ""type"": ""Point""}";51.432993354849884, 5.464113507742948
308007.0;Bestaand;Allego;2.0;2023-01-24T02:00:00+01:00;Keizersgracht;"{""coordinates"": [5.476135986604761, 51.43723519109131], ""type"": ""Point""}";51.43723519109131, 5.476135986604761
308008.0;Bestaand;Allego;2.0;2022-11-01T02:00:00+01:00;Zevenaarlaan;"{""coordinates"": [5.445448917289827, 51.44572241347542], ""type"": ""Point""}";51.44572241347542, 5.445448917289827
308009.0;Bestaand;Park n charge;2.0;2022-09-27T04:00:00+02:00;Tarwelaan;"{""coordinates"": [5.49162798339112, 51.47692477984042], ""type"": ""Point""}";51.47692477984042, 5.49162798339112
307901.0;Bestaand;EVnetNL;2.0;2022-11-01T02:00:00+01:00;Botenlaan;"{""coordinates"": [5.450148896824448, 51.43912955246835], ""type"": ""Point""}";51.43912955246835, 5.450148896824448
307908.0;Bestaand;EVnetNL;2.0;;Beatrix de Rijkweg;"{""coordinates"": [5.39689431818745, 51.45592300994238], ""type"": ""Point""}";51.45592300994238, 5.39689431818745
307913.0;Bestaand;EVnetNL;2.0;2022-09-14T04:00:00+02:00;Graslinnen;"{""coordinates"": [5.417971541672696, 51.43526402466088], ""type"": ""Point""}";51.43526402466088, 5.417971541672696
307922.0;Bestaand;EVnetNL;2.0;2022-11-15T02:00:00+01:00;Frans Halsstraat;"{""coordinates"": [5.5003779021684345, 51.441398809613666], ""type"": ""Point""}";51.441398809613666, 5.5003779021684345
307927.0;Bestaand;EVnetNL;2.0;2022-11-30T02:00:00+01:00;Wilhelminaplein;"{""coordinates"": [5.47069688486717, 51.43767431680545], ""type"": ""Point""}";51.43767431680545, 5.47069688486717
307930.0;Bestaand;EVnetNL;2.0;2022-11-23T02:00:00+01:00;St Odastraat;"{""coordinates"": [5.494384522059126, 51.43128427500629], ""type"": ""Point""}";51.43128427500629, 5.494384522059126
307940.0;Bestaand;Allego;2.0;2022-09-14T04:00:00+02:00;Zanddrager;"{""coordinates"": [5.410371730833039, 51.44654934161225], ""type"": ""Point""}";51.44654934161225, 5.410371730833039
307943.0;;;2.0;;;"{""coordinates"": [5.45112757942642, 51.43469496020564], ""type"": ""Point""}";51.43469496020564, 5.45112757942642
307944.0;;;2.0;;Limburglaan;"{""coordinates"": [5.451115360541787, 51.434719065556976], ""type"": ""Point""}";51.434719065556976, 5.451115360541787
307946.0;Bestaand;EVnetNL;2.0;2022-09-12T04:00:00+02:00;Biaritzplein;"{""coordinates"": [5.44985226189762, 51.48343257533035], ""type"": ""Point""}";51.48343257533035, 5.44985226189762
307948.0;Bestaand;EVnetNL;2.0;;Graslelie, th hu38;"{""coordinates"": [5.418435924613966, 51.44010114657756], ""type"": ""Point""}";51.44010114657756, 5.418435924613966
307954.0;Bestaand;;;;Pastoor Petersstraat;"{""coordinates"": [5.473119212016795, 51.44503573079011], ""type"": ""Point""}";51.44503573079011, 5.473119212016795
307961.0;Bestaand;Allego;2.0;2022-11-30T02:00:00+01:00;Kerstroosplein;"{""coordinates"": [5.494405646522098, 51.41936667082041], ""type"": ""Point""}";51.41936667082041, 5.494405646522098
307963.0;Bestaand;Allego;2.0;;Generaal Bentinckstraat;"{""coordinates"": [5.48451124417211, 51.464700844802906], ""type"": ""Point""}";51.464700844802906, 5.48451124417211
307965.0;Bestaand;EVnetNL;2.0;2022-11-30T02:00:00+01:00;Hoogstraat;"{""coordinates"": [5.464285247486987, 51.42795153589179], ""type"": ""Point""}";51.42795153589179, 5.464285247486987
307968.0;Bestaand;Allego;2.0;2022-09-13T04:00:00+02:00;Grasvogel;"{""coordinates"": [5.414195811575387, 51.43987467451488], ""type"": ""Point""}";51.43987467451488, 5.414195811575387
307969.0;Bestaand;Allego;2.0;2022-09-13T04:00:00+02:00;Graskarper;"{""coordinates"": [5.41616542566567, 51.43821708181504], ""type"": ""Point""}";51.43821708181504, 5.41616542566567
307971.0;Bestaand;Allego;2.0;2022-10-31T02:00:00+01:00;Allard du Hamelstraat;"{""coordinates"": [5.460804942865614, 51.4598093334156], ""type"": ""Point""}";51.4598093334156, 5.460804942865614
307978.0;In ontwikkeling;;;;;"{""coordinates"": [5.458359231641425, 51.448081785471786], ""type"": ""Point""}";51.448081785471786, 5.458359231641425
307979.0;Bestaand;Allego;2.0;2022-09-15T04:00:00+02:00;Joris de Minnestraat;"{""coordinates"": [5.4702467622486886, 51.46216594434686], ""type"": ""Point""}";51.46216594434686, 5.4702467622486886
308099.0;Bestaand;Allego;2.0;2022-09-21T04:00:00+02:00;Goudestein 30;"{""coordinates"": [5.4355281787089025, 51.42164759308746], ""type"": ""Point""}";51.42164759308746, 5.4355281787089025
308015.0;Bestaand;;;2022-11-15T02:00:00+01:00;;"{""coordinates"": [5.4895727910865135, 51.445917723870096], ""type"": ""Point""}";51.445917723870096, 5.4895727910865135
308016.0;Bestaand;;2.0;2022-11-15T02:00:00+01:00;;"{""coordinates"": [5.489645286314749, 51.44592272971902], ""type"": ""Point""}";51.44592272971902, 5.489645286314749
308023.0;Bestaand;Allego;2.0;2022-09-27T04:00:00+02:00;Baristraat;"{""coordinates"": [5.502956957437863, 51.48540026103334], ""type"": ""Point""}";51.48540026103334, 5.502956957437863
308037.0;Bestaand;Allego;2.0;2022-09-14T04:00:00+02:00;Waterlinie, th hu 475;"{""coordinates"": [5.399009136305745, 51.43863885551793], ""type"": ""Point""}";51.43863885551793, 5.399009136305745
308274.0;Bestaand;;2.0;2022-08-23T04:00:00+02:00;Waterlinie, achterzijde HU 97;"{""coordinates"": [5.393311815341421, 51.43634103560696], ""type"": ""Point""}";51.43634103560696, 5.393311815341421
308275.0;Aangevraagde locatie;;2.0;2022-08-30T04:00:00+02:00;;"{""coordinates"": [5.443452794116985, 51.44781301883917], ""type"": ""Point""}";51.44781301883917, 5.443452794116985
308038.0;Bestaand;Park n charge;2.0;;Gloriantstraat;"{""coordinates"": [5.4711085014236795, 51.46855060649064], ""type"": ""Point""}";51.46855060649064, 5.4711085014236795
307970.0;Bestaand;Allego;2.0;2022-12-07T02:00:00+01:00;Havenstraat;"{""coordinates"": [5.4873137291972505, 51.43571968537588], ""type"": ""Point""}";51.43571968537588, 5.4873137291972505
308028.0;Bestaand;Allego;2.0;2022-10-05T04:00:00+02:00;Lassusstraat;"{""coordinates"": [5.457435497604777, 51.42118494830109], ""type"": ""Point""}";51.42118494830109, 5.457435497604777
308031.0;Bestaand;Allego;2.0;;Badelochstraat;"{""coordinates"": [5.471338210115161, 51.47047673602885], ""type"": ""Point""}";51.47047673602885, 5.471338210115161
308045.0;Bestaand;Park n charge;2.0;2022-10-05T04:00:00+02:00;Vijfkamplaan;"{""coordinates"": [5.455729497254008, 51.476620828324805], ""type"": ""Point""}";51.476620828324805, 5.455729497254008
308055.0;Bestaand;Allego;2.0;2022-09-14T04:00:00+02:00;Waterfront th hu 13;"{""coordinates"": [5.404692394225956, 51.43770878946666], ""type"": ""Point""}";51.43770878946666, 5.404692394225956
308083.0;Bestaand;Allego;2.0;2022-10-19T04:00:00+02:00;Echternachlaan;"{""coordinates"": [5.47577056798278, 51.47551889576005], ""type"": ""Point""}";51.47551889576005, 5.47577056798278
308096.0;Bestaand;Park n charge;2.0;2022-10-05T04:00:00+02:00;Amaryllisstraat;"{""coordinates"": [5.490100292634439, 51.42745966301884], ""type"": ""Point""}";51.42745966301884, 5.490100292634439
308103.0;Bestaand;;2.0;2023-01-24T02:00:00+01:00;Raffeissenstraat;"{""coordinates"": [5.482498562473027, 51.44022386989245], ""type"": ""Point""}";51.44022386989245, 5.482498562473027
308125.0;Bestaand;Allego;2.0;2022-10-18T04:00:00+02:00;Beverloweg;"{""coordinates"": [5.474496368437973, 51.48228138881831], ""type"": ""Point""}";51.48228138881831, 5.474496368437973
308144.0;Bestaand;Allego;2.0;2022-10-03T04:00:00+02:00;Floralaan Oost;"{""coordinates"": [5.504171092729214, 51.419771566020124], ""type"": ""Point""}";51.419771566020124, 5.504171092729214
308039.0;Bestaand;Park n charge;2.0;2022-09-27T04:00:00+02:00;De Stoutheuvel;"{""coordinates"": [5.491780272042985, 51.47773138365714], ""type"": ""Point""}";51.47773138365714, 5.491780272042985
308054.0;Bestaand;Allego;2.0;2022-11-01T02:00:00+01:00;Plaggenstraat;"{""coordinates"": [5.446524853477279, 51.44857013522626], ""type"": ""Point""}";51.44857013522626, 5.446524853477279
308056.0;Bestaand;Allego;2.0;2022-09-13T04:00:00+02:00;Generaal Marshallweg;"{""coordinates"": [5.482312988824206, 51.463362640931535], ""type"": ""Point""}";51.463362640931535, 5.482312988824206
308059.0;Bestaand;OPCHARGE;2.0;2022-12-05T02:00:00+01:00;Fuutlaan;"{""coordinates"": [5.497912699494259, 51.44393529214661], ""type"": ""Point""}";51.44393529214661, 5.497912699494259
308060.0;Bestaand;OPCHARGE;2.0;2022-10-03T04:00:00+02:00;Jagerslaan;"{""coordinates"": [5.505255621047547, 51.41846984348436], ""type"": ""Point""}";51.41846984348436, 5.505255621047547
308062.0;Bestaand;Allego;2.0;2022-10-03T04:00:00+02:00;Bagelaarstraat;"{""coordinates"": [5.506133945899168, 51.437290822714445], ""type"": ""Point""}";51.437290822714445, 5.506133945899168
308063.0;Bestaand;Allego;2.0;2022-09-20T04:00:00+02:00;Elckerlyclaan;"{""coordinates"": [5.46722571144752, 51.4744593249204], ""type"": ""Point""}";51.4744593249204, 5.46722571144752
308082.0;Bestaand;Allego;2.0;2022-09-20T04:00:00+02:00;de Jonghlaan;"{""coordinates"": [5.463587214993789, 51.44294530354964], ""type"": ""Point""}";51.44294530354964, 5.463587214993789
308387.0;Bestaand;E-flux;2.0;2023-02-14T02:00:00+01:00;Schootsestraat 47;"{""coordinates"": [5.454543949471294, 51.44420587841533], ""type"": ""Point""}";51.44420587841533, 5.454543949471294
308438.0;Bestaand;E-flux;2.0;2023-03-01T02:00:00+01:00;Piuslan;"{""coordinates"": [5.496665267675612, 51.425993383609885], ""type"": ""Point""}";51.425993383609885, 5.496665267675612
308464.0;Bestaand;;2.0;2023-05-04T04:00:00+02:00;Sint Bonifaciuslaan 83;"{""coordinates"": [5.506307299133892, 51.42435291334973], ""type"": ""Point""}";51.42435291334973, 5.506307299133892
308493.0;Bestaand;Park n charge;2.0;2023-08-01T04:00:00+02:00;Thorvaldsenlaan 6;"{""coordinates"": [5.472867587916679, 51.459676703170366], ""type"": ""Point""}";51.459676703170366, 5.472867587916679
308503.0;Bestaand;Park n charge;2.0;2023-08-23T04:00:00+02:00;Schumannstraat;"{""coordinates"": [5.4609432918585705, 51.42631848987536], ""type"": ""Point""}";51.42631848987536, 5.4609432918585705
308566.0;Bestaand;Park n charge;2.0;2023-11-07T02:00:00+01:00;Grassnip;"{""coordinates"": [5.411463539169455, 51.440704728632205], ""type"": ""Point""}";51.440704728632205, 5.411463539169455
308434.0;Bestaand;OPCHARGE;2.0;2023-02-23T02:00:00+01:00;Buitendreef;"{""coordinates"": [5.4753453704217145, 51.49439812682463], ""type"": ""Point""}";51.49439812682463, 5.4753453704217145
308521.0;Aangevraagde locatie;OPCHARGE;2.0;2023-09-07T04:00:00+02:00;Bergen op Zoomstraat 104;"{""coordinates"": [5.433650544474202, 51.438679192602336], ""type"": ""Point""}";51.438679192602336, 5.433650544474202
308567.0;Bestaand;OPCHARGE;2.0;2023-11-07T02:00:00+01:00;Graspieper;"{""coordinates"": [5.414043721029788, 51.43914531767082], ""type"": ""Point""}";51.43914531767082, 5.414043721029788
308568.0;Bestaand;Vattenfall;2.0;2023-11-07T02:00:00+01:00;Graskarper;"{""coordinates"": [5.415837161890396, 51.4391083304029], ""type"": ""Point""}";51.4391083304029, 5.415837161890396
308569.0;Bestaand;Park n charge;2.0;2023-11-07T02:00:00+01:00;Landgraaf;"{""coordinates"": [5.419531454344711, 51.435544008572926], ""type"": ""Point""}";51.435544008572926, 5.419531454344711
308570.0;Bestaand;OPCHARGE;2.0;2023-11-07T02:00:00+01:00;Landgraaf 18;"{""coordinates"": [5.419971679792035, 51.4352857624437], ""type"": ""Point""}";51.4352857624437, 5.419971679792035
308572.0;Bestaand;OPCHARGE;2.0;2023-11-07T02:00:00+01:00;Waterwjk;"{""coordinates"": [5.394499622112454, 51.43908538710518], ""type"": ""Point""}";51.43908538710518, 5.394499622112454
308581.0;;;;;;"{""coordinates"": [5.453524194395985, 51.49322294846866], ""type"": ""Point""}";51.49322294846866, 5.453524194395985
308435.0;Bestaand;Allego;2.0;2023-02-27T02:00:00+01:00;Meerbergsven;"{""coordinates"": [5.509944210164438, 51.422615757017766], ""type"": ""Point""}";51.422615757017766, 5.509944210164438
308388.0;Bestaand;OPCHARGE;2.0;2023-03-02T02:00:00+01:00;St Gerarduslaan 53;"{""coordinates"": [5.487738136778118, 51.42076383519915], ""type"": ""Point""}";51.42076383519915, 5.487738136778118
308454.0;Bestaand;Vattenfall;2.0;2023-05-02T04:00:00+02:00;Grebbeberglaan 63;"{""coordinates"": [5.463381408924642, 51.481220640424226], ""type"": ""Point""}";51.481220640424226, 5.463381408924642
308467.0;Bestaand;OPCHARGE;2.0;2023-05-04T04:00:00+02:00;Jongkindstraat;"{""coordinates"": [5.515339927890875, 51.42736708971377], ""type"": ""Point""}";51.42736708971377, 5.515339927890875
308484.0;Bestaand;OPCHARGE;2.0;2023-07-19T04:00:00+02:00;Hagenkampweg Noord;"{""coordinates"": [5.467237021254013, 51.434138600767234], ""type"": ""Point""}";51.434138600767234, 5.467237021254013
308490.0;Bestaand;OPCHARGE;2.0;2023-07-25T04:00:00+02:00;Wickenburg;"{""coordinates"": [5.436907734921944, 51.420266380102255], ""type"": ""Point""}";51.420266380102255, 5.436907734921944
308496.0;Bestaand;OPCHARGE;2.0;2023-08-01T04:00:00+02:00;Kievitlaan;"{""coordinates"": [5.498760979048349, 51.44270360206154], ""type"": ""Point""}";51.44270360206154, 5.498760979048349
308497.0;Bestaand;Vattenfall;2.0;2023-08-01T04:00:00+02:00;Orchideeenstraat;"{""coordinates"": [5.487270370295478, 51.42157120392999], ""type"": ""Point""}";51.42157120392999, 5.487270370295478
308514.0;;;;;;"{""coordinates"": [5.449877783808457, 51.419294872140185], ""type"": ""Point""}";51.419294872140185, 5.449877783808457
308498.0;Bestaand;OPCHARGE;2.0;2023-08-03T04:00:00+02:00;Sallandlaan;"{""coordinates"": [5.459142222969804, 51.47788317368473], ""type"": ""Point""}";51.47788317368473, 5.459142222969804
308522.0;Aangevraagde locatie;OPCHARGE;2.0;2023-09-07T04:00:00+02:00;Loderstraat 1;"{""coordinates"": [5.435186697699547, 51.44337015959027], ""type"": ""Point""}";51.44337015959027, 5.435186697699547
308524.0;Aangevraagde locatie;Park n charge;2.0;2023-09-13T04:00:00+02:00;Botstraat 17;"{""coordinates"": [5.463290306412338, 51.42699074339017], ""type"": ""Point""}";51.42699074339017, 5.463290306412338
308557.0;Bestaand;Allego;;2023-11-01T02:00:00+01:00;Damhouderstraat;"{""coordinates"": [5.433079797557112, 51.441197668145826], ""type"": ""Point""}";51.441197668145826, 5.433079797557112
308564.0;Bestaand;OPCHARGE;2.0;2023-11-07T02:00:00+01:00;Sliffertsestraat;"{""coordinates"": [5.415755832120489, 51.44615994704734], ""type"": ""Point""}";51.44615994704734, 5.415755832120489
308582.0;Bestaand;Vattenfall;2.0;2023-11-14T02:00:00+01:00;Patrijsstraat;"{""coordinates"": [5.487884496824473, 51.43933267897752], ""type"": ""Point""}";51.43933267897752, 5.487884496824473
308589.0;Bestaand;OPCHARGE;2.0;2023-11-15T02:00:00+01:00;Keverberg;"{""coordinates"": [5.441490811022154, 51.416609029724256], ""type"": ""Point""}";51.416609029724256, 5.441490811022154
308594.0;Bestaand;Vattenfall;2.0;2023-11-15T02:00:00+01:00;Croy;"{""coordinates"": [5.432632074863444, 51.41941930648382], ""type"": ""Point""}";51.41941930648382, 5.432632074863444
308418.0;Bestaand;OPCHARGE;2.0;2023-02-14T02:00:00+01:00;Wouter Hollemanplein;"{""coordinates"": [5.463839206582119, 51.43870036406103], ""type"": ""Point""}";51.43870036406103, 5.463839206582119
308459.0;Bestaand;Vattenfall;2.0;2023-05-02T04:00:00+02:00;Liviuslaan;"{""coordinates"": [5.458134076261299, 51.46859675553988], ""type"": ""Point""}";51.46859675553988, 5.458134076261299
308472.0;Bestaand;OPCHARGE;2.0;2023-05-11T04:00:00+02:00;Imkerstraat;"{""coordinates"": [5.474239114720746, 51.454745919125756], ""type"": ""Point""}";51.454745919125756, 5.474239114720746
308485.0;Bestaand;Vattenfall;2.0;2023-07-19T04:00:00+02:00;Distelstraat;"{""coordinates"": [5.5031901136471975, 51.418196179047584], ""type"": ""Point""}";51.418196179047584, 5.5031901136471975
308491.0;Bestaand;Park n charge;2.0;2023-08-01T04:00:00+02:00;Rodinstraat;"{""coordinates"": [5.471283761998198, 51.463733552508266], ""type"": ""Point""}";51.463733552508266, 5.471283761998198
308532.0;Bestaand;Citycharge;2.0;2023-10-10T04:00:00+02:00;De Koppele;"{""coordinates"": [5.489796252462435, 51.47762095134954], ""type"": ""Point""}";51.47762095134954, 5.489796252462435
308573.0;Bestaand;Vattenfall;2.0;2023-11-08T02:00:00+01:00;Gebr. Ganslaan;"{""coordinates"": [5.437330723753476, 51.477471628919474], ""type"": ""Point""}";51.477471628919474, 5.437330723753476
308576.0;;;;;;"{""coordinates"": [5.430272469825837, 51.47749155650037], ""type"": ""Point""}";51.47749155650037, 5.430272469825837
308580.0;;;;;;"{""coordinates"": [5.430272469825837, 51.47749155650037], ""type"": ""Point""}";51.47749155650037, 5.430272469825837
308586.0;Bestaand;Vattenfall;2.0;2023-11-15T02:00:00+01:00;Ennemaborg;"{""coordinates"": [5.446293254372794, 51.41518354357613], ""type"": ""Point""}";51.41518354357613, 5.446293254372794
308599.0;Bestaand;OPCHARGE;2.0;2023-11-21T02:00:00+01:00;Telefoostraat;"{""coordinates"": [5.515723948831114, 51.445103288032726], ""type"": ""Point""}";51.445103288032726, 5.515723948831114
308600.0;Bestaand;Park n charge;2.0;2023-11-21T02:00:00+01:00;Kleine Bleekstraat;"{""coordinates"": [5.4865165504998155, 51.43660784604097], ""type"": ""Point""}";51.43660784604097, 5.4865165504998155
308401.0;Bestaand;OPCHARGE;2.0;2023-02-15T02:00:00+01:00;St Trudostraat 13;"{""coordinates"": [5.4547536907473395, 51.43904129857174], ""type"": ""Point""}";51.43904129857174, 5.4547536907473395
308407.0;Bestaand;Allego;2.0;2023-02-23T02:00:00+01:00;Graskamp 37;"{""coordinates"": [5.413960671584949, 51.4323885281765], ""type"": ""Point""}";51.4323885281765, 5.413960671584949
308465.0;Bestaand;Park n charge;2.0;2023-05-04T04:00:00+02:00;Hendrik Mandestraat;"{""coordinates"": [5.510871071226992, 51.425377890145015], ""type"": ""Point""}";51.425377890145015, 5.510871071226992
308519.0;Aangevraagde locatie;Park n charge;2.0;2023-09-07T04:00:00+02:00;Graaf Adolfstraat 122;"{""coordinates"": [5.462653710398638, 51.43585283500703], ""type"": ""Point""}";51.43585283500703, 5.462653710398638
308402.0;Bestaand;OPCHARGE;2.0;2023-03-27T04:00:00+02:00;Deimosweg 23;"{""coordinates"": [5.490730095198046, 51.47052601068504], ""type"": ""Point""}";51.47052601068504, 5.490730095198046
308409.0;Bestaand;OPCHARGE;2.0;2023-02-23T02:00:00+01:00;Landleven 21;"{""coordinates"": [5.414646110825389, 51.43129413055896], ""type"": ""Point""}";51.43129413055896, 5.414646110825389
308437.0;Bestaand;Allego;2.0;2023-03-01T02:00:00+01:00;Bleyslaan;"{""coordinates"": [5.465432927539059, 51.464037481186104], ""type"": ""Point""}";51.464037481186104, 5.465432927539059
308444.0;Bestaand;Park n charge;2.0;2023-08-03T04:00:00+02:00;Lijmbeekstraat 151;"{""coordinates"": [5.465791242569179, 51.4485116139002], ""type"": ""Point""}";51.4485116139002, 5.465791242569179
308540.0;Bestaand;OPCHARGE;2.0;2023-10-11T04:00:00+02:00;Kersenstraat;"{""coordinates"": [5.5017741614627935, 51.477672511351194], ""type"": ""Point""}";51.477672511351194, 5.5017741614627935
308417.0;Bestaand;Park n charge;2.0;2023-02-13T02:00:00+01:00;Palamedesweg;"{""coordinates"": [5.500109285309571, 51.46468811743901], ""type"": ""Point""}";51.46468811743901, 5.500109285309571
308386.0;Bestaand;Allego;2.0;2023-02-14T02:00:00+01:00;Hulstlaan 2;"{""coordinates"": [5.465487429053305, 51.44133000816884], ""type"": ""Point""}";51.44133000816884, 5.465487429053305
308441.0;Bestaand;Allego;2.0;2023-03-09T02:00:00+01:00;Kootwijkstraat;"{""coordinates"": [5.440348758823019, 51.445486217347494], ""type"": ""Point""}";51.445486217347494, 5.440348758823019
308480.0;Bestaand;Allego;2.0;2023-07-17T04:00:00+02:00;Petrus Dondersstraat;"{""coordinates"": [5.4969315054602195, 51.428739625130575], ""type"": ""Point""}";51.428739625130575, 5.4969315054602195
308492.0;Bestaand;Vattenfall;2.0;2023-08-01T04:00:00+02:00;Pisanostraat;"{""coordinates"": [5.475130528882322, 51.46045107627808], ""type"": ""Point""}";51.46045107627808, 5.475130528882322
308501.0;Bestaand;Vattenfall;2.0;2023-10-04T04:00:00+02:00;Pieter Huyssensweg;"{""coordinates"": [5.457023736572974, 51.46465865297804], ""type"": ""Point""}";51.46465865297804, 5.457023736572974
308533.0;Bestaand;Ecotap;2.0;2023-10-11T04:00:00+02:00;Weegschaalstraat 3;"{""coordinates"": [5.50041964508208, 51.474068180929414], ""type"": ""Point""}";51.474068180929414, 5.50041964508208
308547.0;;;;;;"{""coordinates"": [5.472360027343133, 51.49053289451262], ""type"": ""Point""}";51.49053289451262, 5.472360027343133
308606.0;Bestaand;OPCHARGE;2.0;2023-11-28T02:00:00+01:00;Chrisantenstraat;"{""coordinates"": [5.489205016310103, 51.419240079418714], ""type"": ""Point""}";51.419240079418714, 5.489205016310103
308603.0;Bestaand;OPCHARGE;2.0;2023-11-23T02:00:00+01:00;Jan van Heelustraat;"{""coordinates"": [5.471037377811502, 51.42809230244877], ""type"": ""Point""}";51.42809230244877, 5.471037377811502
308089.0;Bestaand;Allego;2.0;2023-01-24T02:00:00+01:00;Hertog H van Brabantplei;"{""coordinates"": [5.486287047080169, 51.432861706169625], ""type"": ""Point""}";51.432861706169625, 5.486287047080169
308098.0;Bestaand;Allego;2.0;2022-10-03T04:00:00+02:00;Generaal Bothastraat;"{""coordinates"": [5.514460050874646, 51.440875047106566], ""type"": ""Point""}";51.440875047106566, 5.514460050874646
308106.0;Bestaand;Allego;2.0;2022-09-14T04:00:00+02:00;Grasplantsoen;"{""coordinates"": [5.413971931084172, 51.433958901533835], ""type"": ""Point""}";51.433958901533835, 5.413971931084172
308114.0;Bestaand;Allego;2.0;2022-10-05T04:00:00+02:00;Burghplein;"{""coordinates"": [5.494085138566155, 51.42944112462241], ""type"": ""Point""}";51.42944112462241, 5.494085138566155
308116.0;Bestaand;Allego;2.0;2022-09-12T04:00:00+02:00;Spaarnestraat, Acht;"{""coordinates"": [5.424037093766036, 51.477922008072916], ""type"": ""Point""}";51.477922008072916, 5.424037093766036
308120.0;Bestaand;Allego;2.0;2022-10-20T04:00:00+02:00;Airbornelaan;"{""coordinates"": [5.501090682870829, 51.47490773233488], ""type"": ""Point""}";51.47490773233488, 5.501090682870829
308126.0;Bestaand;Allego;2.0;2022-09-15T04:00:00+02:00;Alberdingk Thijmlaan;"{""coordinates"": [5.48036730239679, 51.42694419570027], ""type"": ""Point""}";51.42694419570027, 5.48036730239679
308148.0;Bestaand;Allego;2.0;2022-09-20T04:00:00+02:00;Rode Kruislaan;"{""coordinates"": [5.470180912902696, 51.48071789520771], ""type"": ""Point""}";51.48071789520771, 5.470180912902696
308153.0;Bestaand;Allego;2.0;2022-09-14T04:00:00+02:00;Waterlinie;"{""coordinates"": [5.395067395718504, 51.43534651793186], ""type"": ""Point""}";51.43534651793186, 5.395067395718504
308161.0;Bestaand;Allego;2.0;2022-10-31T02:00:00+01:00;Minckelerplein;"{""coordinates"": [5.458800124271239, 51.45647083958623], ""type"": ""Point""}";51.45647083958623, 5.458800124271239
308163.0;Bestaand;Allego;2.0;2022-10-26T04:00:00+02:00;Frederika van Pruisenweg;"{""coordinates"": [5.46719042254909, 51.43547313454591], ""type"": ""Point""}";51.43547313454591, 5.46719042254909
308173.0;Bestaand;Allego;2.0;2022-09-28T04:00:00+02:00;Zeelsterstraat;"{""coordinates"": [5.437754053712527, 51.437653426009696], ""type"": ""Point""}";51.437653426009696, 5.437754053712527
308188.0;Bestaand;Allego;2.0;2022-09-14T04:00:00+02:00;Waterfront;"{""coordinates"": [5.398229228368921, 51.440178145670515], ""type"": ""Point""}";51.440178145670515, 5.398229228368921
308192.0;Bestaand;Allego;2.0;2022-10-20T04:00:00+02:00;Schutterlaan;"{""coordinates"": [5.497308361578131, 51.47243718725319], ""type"": ""Point""}";51.47243718725319, 5.497308361578131
308193.0;Bestaand;Park n charge;2.0;2022-09-21T04:00:00+02:00;Soetendaal 5;"{""coordinates"": [5.432399178507346, 51.41581895967918], ""type"": ""Point""}";51.41581895967918, 5.432399178507346
308194.0;Bestaand;Park n charge;2.0;2022-09-27T04:00:00+02:00;Milaanstraat;"{""coordinates"": [5.501965839727197, 51.481954929767156], ""type"": ""Point""}";51.481954929767156, 5.501965839727197
308197.0;Bestaand;Allego;2.0;2022-11-15T02:00:00+01:00;Tafelbergstraat;"{""coordinates"": [5.511681462780646, 51.44213134982322], ""type"": ""Point""}";51.44213134982322, 5.511681462780646
308199.0;Bestaand;Allego;2.0;2022-10-10T04:00:00+02:00;Neumannlaan;"{""coordinates"": [5.461330240348821, 51.46863283013163], ""type"": ""Point""}";51.46863283013163, 5.461330240348821
308273.0;Bestaand;Park n charge;2.0;;Gasfabriek;"{""coordinates"": [5.487527972295151, 51.4384281661606], ""type"": ""Point""}";51.4384281661606, 5.487527972295151
308279.0;Bestaand;E-flux;2.0;2022-09-15T04:00:00+02:00;van Renesseweg;"{""coordinates"": [5.513507100833206, 51.4283639868414], ""type"": ""Point""}";51.4283639868414, 5.513507100833206
307986.0;Bestaand;Allego;2.0;2022-11-15T02:00:00+01:00;Ruysdaalbaan;"{""coordinates"": [5.500493441225829, 51.43705073251188], ""type"": ""Point""}";51.43705073251188, 5.500493441225829
308027.0;Bestaand;Allego;2.0;2022-10-12T04:00:00+02:00;Urkhovenseweg;"{""coordinates"": [5.527086290712685, 51.445403633261726], ""type"": ""Point""}";51.445403633261726, 5.527086290712685
307934.0;Bestaand;EVnetNL;2.0;2022-10-12T04:00:00+02:00;Kaartmakersring;"{""coordinates"": [5.517913301544062, 51.44581854425452], ""type"": ""Point""}";51.44581854425452, 5.517913301544062
308032.0;Bestaand;Allego;2.0;2022-10-18T04:00:00+02:00;Il Corsaro;"{""coordinates"": [5.474048834693002, 51.49110053851818], ""type"": ""Point""}";51.49110053851818, 5.474048834693002
308109.0;Bestaand;OPCHARGE;2.0;2022-10-24T04:00:00+02:00;Odysseuslaan;"{""coordinates"": [5.490621718458836, 51.46433721903565], ""type"": ""Point""}";51.46433721903565, 5.490621718458836
308617.0;Bestaand;OPCHARGE;2.0;2023-12-06T02:00:00+01:00;Christinastraat;"{""coordinates"": [5.4633834935132795, 51.42907752694917], ""type"": ""Point""}";51.42907752694917, 5.4633834935132795
308616.0;Bestaand;OPCHARGE;2.0;2023-12-06T02:00:00+01:00;Humperdincklaan;"{""coordinates"": [5.460433425939868, 51.427044558941944], ""type"": ""Point""}";51.427044558941944, 5.460433425939868
